#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-06-13T08:16:57 [V1.97 (28-Nov-2012)]
#   In case of problem. please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ51b97f734b13	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ._DEJ
#-sort=_r
#-nav=cat:II/237&tab:{II/237/colors}&cat:II/66&key:source=Ducati&HTTPPRM:&&-ref=VIZ51b97f734b13&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ._DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=II/237/colors
#-order=I
#-out=recno
#-out=Name
#-out=Doub
#-out=Var
#-out=r_SpType
#-out=SpType
#-out=RAJ1950
#-out=DEJ1950
#-out=Vmag
#-out=U-V
#-out=B-V
#-out=R-V
#-out=I-V
#-out=_RA.icrs
#-out=_DE.icrs
#Simbad=Simbad
#
#
#RESOURCE=yCat_2237
#Name: II/237
#Title: Stellar Photometry in Johnson's 11-color system (Ducati. 2002)
#Coosys	J1950:	eq_FK5 J1950
#Table	II_237_colors:
#Name: II/237/colors
#Title: Photometric data in the UBVRIJHKLMN colors
#Column	_RAJ2000	(A10)	Right ascension (FK5. Equinox=J2000.0) (computed by VizieR. not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A9)	Declination (FK5. Equinox=J2000.0) (computed by VizieR. not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Name	(a12)	star identification	[ucd=meta.id]
#Column	Doub	(A1)	[D13] D if double. 1 for component 1 of the system 3 for component 3 of the system	[ucd=meta.code.multip]
#Column	Var	(A1)	[V] V if variable	[ucd=meta.code;src.var]
#Column	r_SpType	(A1)	[MCYBK FGHPSTW] Source of spectral type (1)	[ucd=meta.ref;pos.frame]
#Column	SpType	(a15)	Spectral type/luminosity class	[ucd=src.spType]
#Column	RAJ1950	(A10)	Right ascension J1950	[ucd=pos.eq.ra;meta.main]
#Column	DEJ1950	(A9)	Declination J1950	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-V	(F5.2)	? (U-V) color index	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	B-V	(F5.2)	? (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	R-V	(F5.2)	? (R-V) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	I-V	(F6.2)	? (I-V) color index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	_RA.icrs	(A10)	Right ascension (ICRS) (computed by VizieR. not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A9)	Declination (ICRS) (computed by VizieR. not part of the original data)	[ucd=pos.eq.dec]                                                                                          
#Column Bad Phot *      * if bad photometry (use it only for astrometry)                                                                                                         
#Column CommonName
recno ;Name          ;  _RAJ2000  ; _DEJ2000 ; RAJ1950   ; DEJ1950   ; Vmag   ; U-V    ; B-V    ; R-V    ; I-V    ; Doub; Var ;r_SpTy; SpType         ; Bad Phot (*); CommonName
  2890;  HD 261938   ; 06 41 03.1; +09 52 56 ; 06 38 17.9; +09 55 49 ;    8.97;   -0.65;   -0.07;        ;        ;     ;     ; C    ; B6   V         ;  ;
  2891;  HD  87140   ; 10 04 42.4; +54 20 43 ; 10 01 23.0; +54 35 18 ;    8.98;    0.72;     0.7;        ;        ;     ;     ; C    ; K0             ;  ;
  2892;  BD+40 4227  ; 20 33 14.9; +41 18 49 ; 20 31 27.3; +41 08 31 ;    8.98;    1.44;    1.29;   -0.95;   -2.15;    3;     ; C    ; O6           e ;  ;
  2893;  HD  14422   ; 02 21 50.7; +57 23 11 ; 02 18 17.3; +57 09 30 ;    8.99;   -0.13;    0.51;        ;        ;     ;     ; B    ; B1   III     ep;  ;
  2894;  HD   9894   ; 01 35 58.9; -36 27 11 ; 01 33 45.1; -36 42 29 ;       9;        ;        ;        ;        ;     ;     ; M    ; M2   III       ;  ;
  2895;  HD 281505   ; 04 01 41.9; +30 15 17 ; 03 58 34.5; +30 06 56 ;       9;        ;        ;        ;        ;     ; V   ; K    ; G2-K2(M3)    e ;  ;
  2896;  VY  TAU     ; 04 39 18.0; +22 47 56 ; 04 36 18.0; +22 42 04 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M0E(T)         ;  ;
  2897;  HD 250028   ; 05 59 53.5; +25 05 17 ; 05 56 48.5; +25 05 10 ;       9;   -0.39;    0.24;        ;        ;     ;     ; C    ; B2  :V:    nnep;  ;
  2898;  HD  69190   ; 08 14 12.3; -41 42 29 ; 08 12 28.2; -41 33 18 ;       9;        ;        ;        ;        ;     ; V   ; K    ; PEC(CONT+M     ;  ;
  2899;  HD  76181   ; 08 53 25.5; -34 49 08 ; 08 51 25.6; -34 37 43 ;       9;        ;        ;        ;        ;     ; V   ; K    ; G8   II       p;  ;
  2900;  HD  78344   ; 09 05 51.3; -47 46 05 ; 09 04 08.3; -47 34 01 ;       9;     1.1;    1.12;   -0.45;   -0.84;     ;     ; C    ; O9.5 Ia        ;  ;
  2901;  HD  80077   ; 09 15 54.7; -49 58 23 ; 09 14 13.2; -49 45 49 ;       9;     1.5;    1.29;        ;        ;     ;     ; M    ; B2.5 Ia      e ;  ;
  2902;  HD  89356   ; 10 17 33.3; -47 56 49 ; 10 15 31.7; -47 41 47 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M3-M5/6II/     ;  ;
  2903;  HD  94096   ; 10 50 26.3; -59 58 56 ; 10 48 27.4; -59 43 01 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M2   Iab       ;  ;
  2904;  HD  97048   ; 11 08 04.6; -77 39 17 ; 11 06 39.6; -77 23 01 ;       9;        ;        ;        ;        ;     ;     ; M    ; A0     Shell ep;  ;
  2905;  S   LEO     ; 11 10 34.0; +06 10 43 ; 11 07 58.7; +06 27 01 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M3-M6 :      e ;  ;
  2906;  HD 101551   ; 11 41 01.3; -26 14 18 ; 11 38 30.5; -25 57 40 ;       9;        ;        ;        ;        ;     ;     ; M    ; F5   V         ;  ;
  2907;  HD 102567   ; 11 48 00.1; -62 12 24 ; 11 45 33.6; -61 55 43 ;       9;   -0.76;    0.06;        ;        ;     ;     ; C    ; B1   V      ne ;  ;
  2908;  HD 106430   ; 12 14 36.6; -06 02 08 ; 12 12 02.5; -05 45 27 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M6           e ;  ;
  2909;  HD 111166   ; 12 47 01.6; +04 09 27 ; 12 44 28.9; +04 25 49 ;       9;        ;        ;        ;        ;     ; V   ; K    ; C8.1         ep;  ;
  2910;  HD 115473   ; 13 18 27.1; -58 08 37 ; 13 15 18.2; -57 52 51 ;       9;        ;        ;        ;        ;     ;     ; M    ; WC6            ;  ;
  2911;  V   LIB     ; 14 40 21.9; -17 39 25 ; 14 37 34.7; -17 26 34 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M5-M8.0      e ;  ;
  2912;  U   LIB     ; 15 42 02.8; -21 10 43 ; 15 39 07.9; -21 01 10 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M3-M8.0      e ;  ;
  2913;  HD 141468A  ; 15 51 11.0; -46 28 38 ; 15 47 38.2; -46 19 37 ;       9;        ;        ;        ;        ;     ;     ; M    ; B8   III       ;  ;
  2914;  HD 152404   ; 16 54 44.7; -36 53 16 ; 16 51 23.0; -36 48 27 ;       9;     0.8;    0.63;        ;        ;     ; V   ; K    ; F5   V    a  ep;  ;
  2915;  RS  TEL     ; 18 18 51.0; -46 32 51 ; 18 15 06.9; -46 34 05 ;       9;        ;        ;        ;        ;     ; V   ; K    ; C(R0)          ;  ;
  2916;  FN  SGR     ; 18 53 53.2; -18 59 43 ; 18 50 57.0; -19 03 30 ;       9;        ;        ;        ;        ;     ; V   ; K    ; PEC(E)         ;  ;
  2917;  HD 179604   ; 19 13 54.5; -18 51 39 ; 19 10 59.0; -18 56 51 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M4   II/III  e ;  ;
  2918;  HD 179769   ; 19 14 32.8; -18 48 48 ; 19 11 37.4; -18 54 02 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M5E            ;  ;
  2919;  HD 199252   ; 20 55 05.4; +30 24 54 ; 20 53 00.0; +30 13 24 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M4-M6.5      e ;  ;
  2920;  HD 211853   ; 22 18 45.5; +56 07 34 ; 22 16 54.5; +55 52 30 ;       9;   -0.16;    0.39;        ;        ;     ;     ; B    ; WN6.5A         ;  ;
  2921;  HD 212678   ; 22 25 35.2; +30 28 25 ; 22 23 17.3; +30 13 09 ;       9;        ;        ;        ;        ;     ; V   ; K    ; M6           e ;  ;
  2922;  BD+13  1110 ; 06 06 51.8; +13 35 47 ; 06 04 01.9; +13 36 11 ;    9.01;    3.81;    1.79;    -1.5;   -2.73;     ;     ; C    ; M0             ;  ;
  2923;  HD   4306   ; 00 45 30.5; -09 33 01 ; 00 42 59.0; -09 49 25 ;    9.02;    0.78;    0.73;        ;        ;     ;     ;      ;                ;  ;
  2924;  HD 261810   ; 06 40 43.1; +09 46 00 ; 06 37 58.0; +09 48 51 ;    9.02;   -0.76;    -0.1;        ;        ;     ;     ; C    ; B8             ;  ;
  2925;  HD  92809   ; 10 41 38.2; -58 46 18 ; 10 39 41.7; -58 30 35 ;    9.03;   -0.08;    0.25;        ;        ;     ; V   ; M    ; WC6            ;  ;
  2926;  HD  97950   ; 11 15 08.6; -61 15 42 ; 11 12 59.0; -60 59 20 ;    9.03;    0.61;     0.8;        ;        ;     ;     ; M    ; WN5 + O        ;  ;
  2927;  HD 108754   ; 12 29 43.7; -03 19 30 ; 12 27 09.5; -03 02 55 ;    9.03;    0.89;    0.71;        ;        ;     ;     ; B    ; G7   V         ;  ;
  2928;  HD 131169   ; 14 53 29.6; -46 36 40 ; 14 50 07.9; -46 24 26 ;    9.03;    3.24;    1.94;        ;        ;     ; V   ; K    ; S            e ;  ;
  2929;  HD 149880   ; 16 32 40.3; +66 45 18 ; 16 32 31.3; +66 51 31 ;    9.03;    1.97;    1.26;   -3.05;   -5.49;     ; V   ; Y    ; M5   III     e ;  ;
  2930;  HD 326823   ; 17 06 51.3; -42 35 58 ; 17 03 18.0; -42 32 00 ;    9.03;    0.65;    0.84;        ;        ;     ;     ; C    ; O+             ;  ;
  2931;  HD 175179   ; 18 54 23.4; -04 35 55 ; 18 51 44.4; -04 39 45 ;    9.03;    0.53;    0.58;        ;        ;     ;     ; C    ; G0  (V/VI)     ;  ;
  2932;  HD 120170   ; 13 47 58.6; -08 47 20 ; 13 45 20.3; -08 32 24 ;    9.04;     1.6;    0.93;       0;       0;     ;     ; C    ; K0             ;  ;
  2933;  HD  31798   ; 04 59 01.4; +08 08 14 ; 04 56 18.5; +08 03 45 ;    9.05;        ;        ;        ;        ;     ; V   ; K    ; C8.2       (ne);  ;
  2934;  HD  51754   ; 06 58 37.2; -00 28 15 ; 06 56 04.0; -00 24 07 ;    9.05;    0.55;    0.57;        ;        ;     ;     ; C    ; G0             ;  ;
  2935;  UW  LIB     ; 14 30 54.2; -16 48 35 ; 14 28 08.3; -16 35 19 ;    9.05;        ;        ;        ;        ;     ; V   ; K    ; G2E-K0(M3)     ;  ;
  2936;  HD 254577   ; 06 17 54.3; +22 24 32 ; 06 14 53.1; +22 25 44 ;    9.06;    0.59;    0.81;        ;        ;     ;     ; C    ; B0.5 II/III    ;  ;
  2937;  HD  44544   ; 06 22 27.3; +03 26 12 ; 06 19 49.6; +03 27 44 ;    9.06;     7.8;     3.3;        ;        ;     ; V   ; K    ; C8.0J(CSE)     ;  ;
  2938;  HD 117880   ; 13 33 30.0; -18 30 45 ; 13 30 47.6; -18 15 23 ;    9.06;    0.08;    0.06;        ;        ;     ;     ; M    ; B9   IV/V      ;  ;
  2939;  BD+56   473 ; 02 16 57.6; +57 07 48 ; 02 13 26.6; +56 53 55 ;    9.07;   -0.39;    0.24;        ;        ;     ; V   ; C    ; B0.5 III    n  ;  ;
  2940;  HD  60179C  ; 07 34 38.1; +31 52 13 ; 07 31 26.1; +31 58 49 ;    9.07;    2.53;    1.49;   -1.38;    -2.4;     ; V   ; C    ; M1   V       e ;  ;
  2941;  HD 223783   ; 23 52 41.4; -16 22 26 ; 23 50 06.9; -16 39 08 ;    9.07;    3.52;    1.64;        ;        ;     ;     ; M    ; M2   III       ;  ;
  2942;  BD+56   575 ; 02 22 08.5; +57 07 27 ; 02 18 35.6; +56 53 47 ;    9.08;   -0.28;    0.29;        ;        ;     ;     ; C    ; B0.5 IV        ;  ;
  2943;  HD 261878   ; 06 40 51.5; +09 51 49 ; 06 38 06.3; +09 54 41 ;    9.08;   -0.66;    -0.1;        ;        ;     ;     ; C    ; A0             ;  ;
  2944;  HD  67390   ; 08 09 35.8; +44 28 17 ; 08 06 06.3; +44 37 08 ;    9.08;        ;        ;        ;        ;     ; V   ; K    ; A7-F2          ;  ;
  2945;  HD  95731   ; 11 01 58.0; -59 22 38 ; 10 59 52.9; -59 06 29 ;    9.08;   -0.34;     0.4;        ;        ;     ;     ; M    ; B1.5 Ib        ;  ;
  2946;  BD- 1   306 ; 02 14 36.9; -01 12 00 ; 02 12 04.0; -01 25 57 ;    9.09;    0.51;    0.58;        ;        ;     ;     ; C    ; G1   V         ;  ;
  2947;  HD  33016   ; 05 09 05.6; +39 00 09 ; 05 05 39.2; +38 56 21 ;    9.09;        ;    3.19;        ;        ;     ; V   ; K    ; C5.4(N3)       ;  ;
  2948;  HD 134439   ; 15 10 16.4; -16 19 47 ; 15 07 28.4; -16 08 26 ;    9.09;    0.94;    0.76;    -0.7;   -1.15;     ;     ; M    ; K0.5 V         ;  ;
  2949;  RV  EQU     ; 21 14 53.8; +08 59 40 ; 21 12 27.0; +08 47 10 ;    9.09;        ;        ;        ;        ;     ; V   ; K    ; K0             ;  ;
  2950;  HD     66   ; 00 05 28.0; -42 53 14 ; 00 02 55.4; -43 09 56 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; M3   III       ;  ;
  2951;  WW  CAS     ; 01 33 30.9; +57 45 11 ; 01 30 16.0; +57 29 48 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; C5.5(N1)       ;  ;
  2952;  HD  24308   ; 03 47 39.6; -66 41 39 ; 03 47 16.2; -66 50 47 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; G8-K0II-II     ;  ;
  2953;  HD  29411   ; 04 38 13.2; +08 20 08 ; 04 35 30.4; +08 14 12 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M6-M7        e ;  ;
  2954;  HD 247925   ; 05 49 08.7; +19 03 54 ; 05 46 11.9; +19 03 00 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; G0-1 I  (C1) ep;  ;
  2955;  HD  44007   ; 06 18 48.1; -14 50 41 ; 06 16 32.0; -14 49 24 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; G5  (IV)WF3/5  ;  ;
  2956;  HD 261903   ; 06 41 02.8; +09 27 22 ; 06 38 18.1; +09 30 15 ;     9.1;   -0.45;   -0.07;        ;        ;     ;     ; C    ; B9             ;  ;
  2957;  HD  54795   ; 07 06 47.9; -58 22 51 ; 07 05 58.0; -58 18 05 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M7   III       ;  ;
  2958;  HD  60778   ; 07 36 11.7; -00 08 10 ; 07 33 38.1; -00 01 27 ;     9.1;    0.24;     0.1;        ;        ;     ;     ; C    ; A1   V         ;  ;
  2959;  HD  76764   ; 08 56 38.3; -43 12 06 ; 08 54 49.6; -43 00 31 ;     9.1;   -0.28;    0.11;        ;        ;     ;     ; M    ; B5   V         ;  ;
  2960;  HD  81432   ; 09 23 54.7; -48 51 43 ; 09 22 09.2; -48 38 47 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M7           e ;  ;
  2961;  HD  89249   ; 10 16 20.6; -55 35 51 ; 10 14 29.7; -55 20 51 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; BP SHELL       ;  ;
  2962;  HD 237929   ; 10 46 32.4; +55 02 08 ; 10 43 27.8; +55 17 57 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; G1   IbE-K3Ia  ;  ;
  2963;  HD  93632F  ; 10 47 12.2; -60 05 51 ; 10 45 15.0; -59 50 00 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; B0             ;  ;
  2964;  HD  93632AB ; 10 47 12.8; -60 05 51 ; 10 45 15.6; -59 50 00 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; B0             ;  ;
  2965;  UW  CEN     ; 12 43 16.2; -54 31 41 ; 12 40 25.5; -54 15 15 ;     9.1;    0.78;    0.67;        ;        ;     ; V   ; K    ; K              ;  ;
  2966;  HD 123984   ; 14 11 08.8; -13 18 37 ; 14 08 26.7; -13 04 31 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; F0-F8          ;  ;
  2967;  HD 136488   ; 15 24 11.3; -62 40 35 ; 15 19 58.1; -62 29 58 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; WC8            ;  ;
  2968;  HD 147013   ; 16 20 14.9; -25 38 43 ; 16 17 12.3; -25 31 34 ;     9.1;    0.69;    0.45;        ;        ;     ;     ; M    ; A0   V         ;  ;
  2969;  HD 158393   ; 17 30 33.2; -33 39 14 ; 17 27 15.4; -33 36 58 ;     9.1;        ;        ;        ;        ;     ;     ; M    ; G9   III  +(F) ;  ;
  2970;  HD 164740   ; 18 03 40.3; -24 22 44 ; 18 00 36.3; -24 22 53 ;     9.1;        ;        ;        ;        ;     ;     ; Y    ; O7.5 V     (n) ;  ;
  2971;  HD 165705   ; 18 08 20.7; -23 26 06 ; 18 05 18.0; -23 26 36 ;     9.1;    -0.4;    0.16;        ;        ;     ;     ; M    ; B2   III       ;  ;
  2972;  HD 168206   ; 18 19 07.2; -11 37 57 ; 18 16 19.7; -11 39 14 ;     9.1;    0.55;    0.78;        ;        ;     ; V   ; B    ; WC 8           ;  ;
  2973;  T   SER     ; 18 28 44.0; +06 09 43 ; 18 26 17.4; +06 07 43 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M7E            ;  ;
  2974;  AR  SGR     ; 18 59 41.9; -23 42 24 ; 18 56 39.7; -23 46 36 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; F5E-G6         ;  ;
  2975;  HD 183847   ; 19 35 27.6; -62 45 30 ; 19 30 54.4; -62 52 06 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M7   III     e ;  ;
  2976;  HD 202306   ; 21 15 00.1; -02 54 10 ; 21 12 24.0; -03 06 40 ;     9.1;        ;        ;        ;        ;     ; V   ; K    ; M2-M4        e ;  ;
  2977;  BD+56   511 ; 02 18 47.8; +57 04 02 ; 02 15 16.3; +56 50 14 ;    9.11;   -0.14;    0.38;        ;        ;     ;     ; C    ; B3   III       ;  ;
  2978;  HD 258686   ; 06 30 47.5; +10 03 46 ; 06 28 02.0; +10 05 54 ;    9.12;    -0.5;   -0.06;        ;        ;     ;     ; C    ; B7   III      p;  ;
  2979;  HD 169515   ; 18 25 31.3; -12 41 22 ; 18 22 42.6; -12 43 07 ;    9.12;        ;        ;        ;        ;     ; V   ; K    ; O9.7 Ib      ep;  ;
  2980;  HD 180617 B ; 19 17 00.0; +05 10 07 ; 19 14 31.9; +05 04 42 ;    9.12;    2.65;     1.5;        ;        ;     ;     ; C    ; M3   V         ;  ;
  2981;  BD+30  2611 ; 15 06 53.6; +30 00 36 ; 15 04 48.0; +30 12 06 ;    9.13;    2.37;    1.24;        ;        ;     ;     ; C    ; G8   III       ;  ;
  2982;  HD 154276   ; 17 03 49.9; +17 11 27 ; 17 01 36.2; +17 15 35 ;    9.13;    0.77;    0.67;        ;        ;     ;     ; C    ; G2   V         ;  ;
  2983;  CT  ORI     ; 06 09 57.5; +09 51 32 ; 06 07 12.2; +09 52 10 ;    9.14;        ;        ;        ;        ;     ; V   ; K    ; F9             ;  ;
  2984;  HD  93890   ; 10 49 03.3; -58 53 42 ; 10 47 03.6; -58 37 49 ;    9.14;    0.52;    0.77;        ;        ;     ;     ; M    ; B1   Ia/Iab    ;  ;
  2985;  HD 105783   ; 12 10 42.5; -42 01 51 ; 12 08 06.3; -41 45 10 ;    9.14;    2.07;    1.15;       0;       0;     ;     ; M    ; K1.5(III)     p;  ;
  2986;  HD 228766   ; 20 17 29.6; +37 18 30 ; 20 15 37.9; +37 09 08 ;    9.14;    0.28;    0.65;        ;        ;     ;     ; C    ; WN7            ;  ;
  2987;  HD 239724   ; 21 38 39.4; +57 22 01 ; 21 37 06.1; +57 08 25 ;    9.14;   -0.12;    0.37;        ;        ;     ;     ; C    ; B1   III       ;  ;
  2988;  BD+28    54 ; 00 23 43.4; +29 24 07 ; 00 21 06.0; +29 07 30 ;    9.15;    0.38;    0.19;        ;        ;     ; V   ; C    ; A7   III       ;  ;
  2989;  HD   9356   ; 01 32 08.0; +01 20 32 ; 01 29 33.7; +01 05 07 ;    9.15;    0.31;    0.18;        ;        ;     ; V   ; C    ; A0             ;  ;
  2990;  HD  14520   ; 02 22 43.4; +57 05 12 ; 02 19 10.4; +56 51 33 ;    9.15;   -0.23;    0.32;   -0.31;   -0.51;     ;     ; C    ; B2   II        ;  ;
  2991;  HD 101008   ; 11 36 56.1; -63 23 51 ; 11 34 36.4; -63 07 14 ;    9.15;   -0.92;   -0.02;        ;        ;     ;     ; M    ; B1   II/III    ;  ;
  2992;  BD+68   946 ; 17 36 28.4; +68 21 23 ; 17 36 42.3; +68 23 05 ;    9.15;    2.58;     1.5;        ;        ;     ;     ; C    ; M3.5 V         ;  ;
  2993;  HD 239725   ; 21 39 04.7; +56 56 59 ; 21 37 30.2; +56 43 22 ;    9.15;    -0.2;    0.26;        ;        ;     ;     ; C    ; B8             ;  ;
  2994;  HD  39183   ; 05 52 18.7; +32 33 09 ; 05 49 02.4; +32 32 28 ;    9.16;    2.72;    1.53;   -1.37;   -2.42;     ;     ;      ;                ;  ;
  2995;  HD 112869   ; 12 59 22.6; +37 49 03 ; 12 57 02.0; +38 05 13 ;    9.16;    3.67;    1.85;   -1.37;   -2.24;     ; V   ; C    ; R6            p;  ;
  2996;  HD 132181   ; 14 59 46.8; -53 24 05 ; 14 56 10.2; -53 12 10 ;    9.16;    4.95;    2.15;        ;        ;     ; V   ; K    ; C5.5(NB)       ;  ;
  2997;  UZ  LIB     ; 15 32 22.8; -08 32 05 ; 15 29 41.2; -08 21 58 ;    9.16;        ;        ;        ;        ;     ; V   ; K    ; K0   III     e ;  ;
  2998;  HD  13900   ; 02 17 15.5; +56 53 51 ; 02 13 44.9; +56 39 59 ;    9.17;    -0.5;    0.16;        ;        ;     ;     ; C    ; B1   IV        ;  ;
  2999;  BD+35  4138 ; 20 28 56.2; +35 32 26 ; 20 27 00.5; +35 22 23 ;    9.18;    3.93;    1.82;   -1.74;   -3.24;     ;     ; C    ; M0             ;  ;
  3000;  BD+60  2634 ; 23 52 56.4; +61 00 09 ; 23 50 27.0; +60 43 27 ;    9.18;       5;    2.57;        ;        ;     ; V   ; K    ; M2   Iab       ;  ;
  3001;  HD 261736 B ; 06 40 24.7; +09 46 14 ; 06 37 39.6; +09 49 04 ;    9.19;    0.34;    0.21;        ;        ;     ;     ; C    ; A3             ;  ;
  3002;  HD    151   ; 00 06 14.0; -32 48 57 ; 00 03 41.2; -33 05 39 ;     9.2;        ;        ;        ;        ;     ; V   ; M    ; M1   III       ;  ;
  3003;  HD  22053   ; 03 32 26.5; -25 39 29 ; 03 30 18.5; -25 49 34 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; M6   III       ;  ;
  3004;  S   TAU     ; 04 29 12.3; +09 56 28 ; 04 26 27.9; +09 49 56 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; M6.5-M9      e ;  ;
  3005;  HD  30243   ; 04 51 13.4; +68 10 08 ; 04 46 01.2; +68 05 01 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; C5.4(N5)       ;  ;
  3006;  Z   TAU     ; 05 52 24.7; +15 47 42 ; 05 49 32.1; +15 47 03 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; S7.5.1E(M7     ;  ;
  3007;  HD 289261 B ; 06 53 27.2; +01 52 22 ; 06 50 51.3; +01 56 08 ;     9.2;     4.1;    2.24;   -1.95;    -3.5;     ;     ; C    ; K2             ;  ;
  3008;  HH  MON     ; 06 55 13.2; -07 25 29 ; 06 52 47.9; -07 21 35 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; F5             ;  ;
  3009;  BG  MON     ; 06 56 22.5; +07 04 02 ; 06 53 40.7; +07 08 00 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; C5.2(N)        ;  ;
  3010;  HD  68775   ; 08 14 43.4; +24 44 05 ; 08 11 43.9; +24 53 15 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; M8             ;  ;
  3011;  HD  89272   ; 10 16 45.8; -49 21 50 ; 10 14 46.1; -49 06 50 ;     9.2;        ;        ;        ;        ;     ;     ; M    ; M3   III       ;  ;
  3012;  HD  89845   ; 10 20 21.2; -60 27 08 ; 10 18 37.3; -60 12 01 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; M4.5 Ia        ;  ;
  3013;  HD  90382   ; 10 24 25.2; -60 11 30 ; 10 22 38.9; -59 56 15 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; M3.5 Iab       ;  ;
  3014;  HD  97300   ; 11 09 49.1; -76 36 51 ; 11 08 16.6; -76 20 33 ;     9.2;        ;        ;        ;        ;     ;     ; M    ; B9   V         ;  ;
  3015;  HD  97916   ; 11 15 53.5; +02 05 10 ; 11 13 19.3; +02 21 33 ;     9.2;     0.3;    0.41;        ;        ;     ;     ; C    ; F5   V         ;  ;
  3016;  TX  CVN     ; 12 44 42.1; +36 45 51 ; 12 42 17.8; +37 02 15 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; B1-B9VEQ+K     ;  ;
  3017;  HD 117797   ; 13 34 12.4; -62 25 00 ; 13 30 48.7; -62 09 38 ;     9.2;   -0.07;    0.48;        ;        ;     ;     ; M    ; O8        f  e ;  ;
  3018;  HD 122691   ; 14 05 25.1; -62 35 14 ; 14 01 45.6; -62 20 54 ;     9.2;   -0.39;    0.35;        ;        ;     ;     ; C    ; B0.5 V       e ;  ;
  3019;  HD 128959   ; 14 40 44.2; -26 43 53 ; 14 37 49.0; -26 31 03 ;     9.2;    0.64;     0.6;        ;        ;     ;     ; M    ; F7   V         ;  ;
  3020;  HD 147701   ; 16 24 21.3; -25 01 28 ; 16 21 19.2; -24 54 36 ;     9.2;    0.46;    0.54;        ;        ;     ;     ; M    ; B5   III       ;  ;
  3021;  RY  ARA     ; 17 21 04.3; -51 07 12 ; 17 17 09.1; -51 04 14 ;     9.2;        ;        ;        ;        ;     ; V   ; K    ; G5-K0          ;  ;
  3022;  HD 165782   ; 18 08 28.0; -18 33 16 ; 18 05 31.9; -18 33 47 ;     9.2;        ;    2.14;        ;        ;     ; V   ; K    ; G8   Ia-M2Ia   ;  ;
